Lamp Post Number,District,Location,Latitude,Longitude
FA6940,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46388882,114.05332737
FA6941,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46428121,114.05339566
FA6942,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46469477,114.05348153
FA6943,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46498974,114.05357828
FA8251,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46537012,114.05368284
FA8252,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46569694,114.05376414
FA8253,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46601003,114.05383923
FA8254,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46633426,114.05391005
FA8255,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46667483,114.05396987
FA8256,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46696781,114.05402305
FA8257,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46731195,114.05406273
FA8258,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46761771,114.05412292
FA8259,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46794107,114.05418408
FA8260,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.4682656,114.05426033
FA8264,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46949483,114.05447303
FA8265,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46979367,114.0544572
FA8266,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47011245,114.05438447
FA8267,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47039773,114.05439223
FA8268,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47061956,114.0544496
FA8269,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47072002,114.05461188
FA8270,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46783988,114.05429154
FA8286,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46740958,114.05420746
FA8311,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47076418,114.05472918
FA8312,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47099009,114.0548077
FA8314,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47138086,114.05492311
FA8315,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47156744,114.05491723
FA8353,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47185559,114.05480394
FA8354,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47211549,114.05488007
FA8355,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47236217,114.05509049
FA8356,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47264331,114.0552535
FA8357,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47296,114.05543011
FA8358,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47324873,114.05553726
FA8359,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47359157,114.0556454
FA8360,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47390529,114.05573722
FA8361,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47421673,114.05584519
FA8362,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47449217,114.05594685
FA8363,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.4747739,114.05605113
FA8364,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47506218,114.05615171
FA8365,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47540051,114.05627152
FA8366,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47567393,114.0563374
FA8367,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47577974,114.05647306
FA8368,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47616616,114.05644387
FA8369,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47646867,114.05656113
FA8370,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47679712,114.05663659
FA8371,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47712694,114.0567233
FA8372,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47745148,114.05681224
FA8373,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47779071,114.05691303
FA8374,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47807967,114.05698668
FA8375,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47840076,114.05706401
FA8376,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47866103,114.0571362
FA8378,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47937666,114.05731922
FA8379,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47972225,114.05742184
FA8380,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.48000558,114.05749519
FA9182,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44809962,114.04966911
FA9183,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44842871,114.04974864
FA9184,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44876916,114.04983714
FA9185,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44911985,114.04992503
FA9186,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44947232,114.05001171
FA9187,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44982379,114.0501003
FA9212,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.4576781,114.05159741
FA9213,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45798617,114.05165404
FA9214,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45834525,114.0517929
FA9215,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45861922,114.05190661
FA9216,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45893829,114.05201619
FA9217,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45927211,114.05215396
FA9218,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45960019,114.05226614
FA9219,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45993246,114.05235965
FA9220,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46025231,114.05244333
FA9221,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46056805,114.05250449
FA9222,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46090848,114.05258234
FA9223,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46124024,114.05267863
FA9315,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44767915,114.04929707
FA9316,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44757596,114.04981308
FB6416,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44472673,114.04814756
FB6417,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44489753,114.04823326
FB6418,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44508152,114.0483612
FB6419,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44536739,114.04860893
FB6420,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44564252,114.04883172
FB6422,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44477648,114.04828049
FB6423,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44506198,114.04841399
FB6487,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45012478,114.05017612
FB6488,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45047799,114.05027198
FB6688,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44474176,114.04787843
FB6690,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44527741,114.04834822
FB6691,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44556763,114.04859645
FB8725,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44499503,114.04809992
FB9539,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45738617,114.05166896
FB9540,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45737778,114.05150207
FB9541,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45716112,114.05143654
FB9542,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45680741,114.05132193
FB9543,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45647803,114.05118385
FB9544,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45615486,114.05101346
FB9545,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45583836,114.05080501
FB9546,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.4555597,114.05059167
FB9547,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45529054,114.05034155
FB9548,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45504424,114.05006986
FB9549,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45481887,114.04977166
FB9550,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45458651,114.04944648
FB9551,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45436899,114.04925695
FB9552,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45412116,114.04914451
FB9553,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45383505,114.04911598
FB9560,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45211526,114.04953361
FB9564,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.4545463,114.04935983
FB9565,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45456212,114.04913097
FB9712,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44774694,114.04957946
FB9713,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44740119,114.04949323
FB9714,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44710197,114.04940936
FB9716,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44587629,114.04882101
FB9721,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.4467071,114.04919281
FB9722,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44653558,114.04926097
FB9723,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.4465716,114.04913464
FB9724,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44640911,114.04920279
FB9725,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44645416,114.04907646
FB9726,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44629167,114.04914461
FB9727,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44630058,114.04899888
FB9728,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44614712,114.04907674
FC4772,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47906418,114.05739149
FC4773,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47904087,114.0576339
FC4777,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47974517,114.05757739
FC4778,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47954224,114.05756994
GD0887,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45173713,114.04966081
GD1105,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46873709,114.05446742
GD1107,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46901982,114.05439044
GD1108,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46921978,114.05443162
GD2981,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45117445,114.05048057
GD2982,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45094448,114.05041685
GD2983,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45073689,114.05035566
GD2985,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45129775,114.05036163
GD3269,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45143741,114.04991281
GD3270,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45245857,114.04944583
GD3271,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45273435,114.04937865
GD3273,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.4533052,114.04923056
GD3274,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45357379,114.04916332
GD3294,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45116996,114.05024029
GD3295,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.45129294,114.05019536
GD4861,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47927612,114.05723309
GD4862,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47930156,114.05712577
GD4863,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47933668,114.05721157
GD4864,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47940976,114.05721452
GD4865,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.48014748,114.05745598
GD6709,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44737822,114.04929013
GD6710,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44729104,114.0496922
H2433,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44494534,114.04783231
U8927,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44473501,114.04767098
U8928,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44497785,114.04793974
U8956,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.44437792,114.04788122
VD4387,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47306617,114.05535133
VD4389,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47308718,114.05475022
VD4390,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47267044,114.05472869
VD5239,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47253688,114.05496151
VD5240,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47288035,114.05496892
VD5242,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47307154,114.05498882
VD5709,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46520454,114.05345746
VD5710,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46545903,114.05350481
VD5711,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.46568603,114.05356855
VD9876,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47214911,114.05484161
VD9877,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47236052,114.05502345
VD9878,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47258903,114.05514991
VD9879,Yuen Long,CASTLE PEAK ROAD - TAM MI,22.47286121,114.0552973
AD0562,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.4443693,114.02872061
AD5203,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44440054,114.0367044
AD5204,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44440613,114.03631481
AD5206,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44441404,114.03571988
AD5207,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.4444155,114.03541185
AD5211,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44453841,114.03560247
AD5212,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44455226,114.03589534
AD8336,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44427123,114.03416879
AJ0926,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44387129,114.03214514
BD0335,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44412235,114.04265503
BD0336,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44431232,114.04258866
BD0449,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44432812,114.04198936
BD4298,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44413146,114.04202381
BD5012,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44450763,114.042084
CD0969,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44425985,114.0375951
CD0971,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44426372,114.0368604
CD0972,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44426399,114.03654282
CD0974,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44430881,114.0354043
CD0975,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44425723,114.03514858
CD0976,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44431207,114.03480588
CD1584,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44425753,114.03495466
CD1639,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44421603,114.0356288
CD1640,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44421055,114.03599169
CD1641,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44420867,114.03634363
CD1642,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44419801,114.03668415
CD1643,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44420318,114.0369912
CD1680,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44422383,114.03786712
DD1003,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.444669,114.0228822
DD1004,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44465516,114.02338922
DD1005,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44464445,114.02412121
DD1006,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44463616,114.02445172
DD1007,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44463434,114.0246663
DD1008,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44464258,114.02500816
DD1009,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44462239,114.02551975
DD1010,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44462506,114.02597848
DD1011,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44462571,114.02760546
DD1012,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44461518,114.02810004
DD1013,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44461504,114.02852984
DD1014,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44461024,114.02892831
DD1015,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44460339,114.02939245
DD1016,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44457601,114.03015185
DD1017,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44455784,114.030511
DD1018,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44457418,114.03070726
DD1019,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44455997,114.03116227
DD1020,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44455258,114.03158957
DD1021,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44430681,114.03159423
DD1022,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44432111,114.03105381
DD1023,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.4443506,114.03056947
DD1024,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44432968,114.0300702
DD1025,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44436606,114.02917106
DD1026,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44435941,114.02833572
DD1027,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44436892,114.02787621
DD1028,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44438201,114.0273827
DD1029,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44442058,114.02516286
DD1031,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44435297,114.02380897
DD1032,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44441456,114.02341872
DD1033,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.4444237,114.02288269
FA7203,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44434336,114.02964776
FA7217,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44439366,114.02687934
FA7218,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44463147,114.02677333
FA7219,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44438674,114.02638168
FA7220,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44462725,114.02637949
FA7221,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44440127,114.02598557
FA7223,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44440758,114.02553993
FA7227,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44442001,114.02463284
FA7781,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44465413,114.02795601
FA7823,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.4450213,114.03328124
FA7825,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44472565,114.03373387
FA7826,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44458684,114.03410297
FA7837,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44462869,114.03354043
FA7838,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44449945,114.03390755
FA7839,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44442612,114.03438405
FA7849,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44432038,114.03409009
FA7850,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44521492,114.03271735
FA7851,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44513538,114.03282292
FA8158,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44401706,114.03107019
FA8567,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44479399,114.03222975
FA8856,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44465556,114.0238353
FA9623,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.4449942,114.02444659
FA9624,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44473865,114.02442226
FB1096,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44402293,114.04005321
FB1097,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44423229,114.03957821
FB1099,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44409636,114.03880351
FB1100,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44413018,114.03845971
FB1109,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44435164,114.0409312
FB1110,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44435533,114.04058651
FB1111,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44435833,114.04023896
FB1113,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44436454,114.03956345
FB1114,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44436962,114.03916702
FB1115,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44436937,114.03878743
FB1245,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44437372,114.0384555
FB1246,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44437957,114.03812327
FB4278,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44419762,114.04161858
FB4280,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44434558,114.04125594
FB4281,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44438576,114.03775875
FB6002,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44413436,114.04129178
FB6333,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44429162,114.04671173
FB6334,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44419023,114.04699659
FB6335,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44424396,114.04726094
FB6337,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44460145,114.04751189
FB6338,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44395054,114.04665314
FB6339,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44398999,114.04694974
FB6340,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44403151,114.04721742
FB6484,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44432407,114.03451058
FB6685,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44409247,114.04645097
FB8723,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44421682,114.04744561
FB8724,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44423399,114.04754918
FB9699,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44450344,114.04130371
FC0844,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44427099,114.03382084
FC1887,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44474552,114.03191944
GD0133,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44426951,114.03929558
GD0149,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44452224,114.04041531
GD0411,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44454528,114.03658365
GD0412,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44454541,114.03679816
GD0413,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44453388,114.03745646
GD0414,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44457757,114.03782413
GD0885,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.444486,114.04233593
GD0886,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44447341,114.04260961
GD2504,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44422774,114.03928418
GD3110,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44425447,114.03467357
GD3445,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44444795,114.04330943
GD3730,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44412185,114.04318464
GD3871,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44618134,114.03931776
GD3872,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44596745,114.03927748
GD3873,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44594222,114.03915097
GD3874,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44592007,114.03902865
GD5438,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.444267,114.03582073
GD6740,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44439272,114.03607034
GD7171,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44453256,114.0330784
GD7172,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44471024,114.03279408
GD7173,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44434475,114.03365114
GD7174,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44449275,114.03330609
GD7175,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44456314,114.03316676
GD7176,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44470457,114.03294162
GD7177,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44487397,114.03279319
GD7178,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44489178,114.03270373
GD7179,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44468758,114.03325004
GD7180,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44486017,114.0330095
GD7181,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44490729,114.03296721
GD7182,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44496553,114.03288089
GD7183,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44503102,114.03307619
GD7184,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44510926,114.0330146
GD9189,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44460976,114.03195199
GD9190,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44437201,114.03204964
GD9234,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.4450461,114.03247025
GD9311,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44442391,114.03498481
H2364,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44425697,114.02790742
H2427,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44411924,114.04286841
H2430,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44437184,114.0468956
H2431,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44445688,114.04720891
H2432,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44469133,114.04755798
H2434,Yuen Long,CASTLE PEAK ROAD - YUEN LONG,22.44380709,114.04597021
